0 :  0.018020933493971825 ;  0.09999656677246094 ;  0.019422441720962524
1 :  -0.013044479303061962 ;  0.0829683467745781 ;  0.0025201307144016027
2 :  -0.03672727942466736 ;  0.058735065162181854 ;  0.010455678217113018
3 :  -0.05719483643770218 ;  0.019475234672427177 ;  0.0077880751341581345
4 :  -0.06784948706626892 ;  0.0075174784287810326 ;  0.012807503342628479
5 :  -0.02095142751932144 ;  0.0035296976566314697 ;  -0.010808754712343216
6 :  -0.04547201469540596 ;  -0.012221396900713444 ;  -0.02425503358244896
7 :  -0.059890907257795334 ;  -0.011421700939536095 ;  -0.021289991214871407
8 :  -0.07160688936710358 ;  0.004415780305862427 ;  -0.018360072746872902
9 :  -0.001354888896457851 ;  -0.0004967616987414658 ;  -0.00013764794857706875
10 :  -0.00791654922068119 ;  -0.04942828416824341 ;  -0.006843698676675558
11 :  -0.018140969797968864 ;  -0.07927486300468445 ;  -0.008660768158733845
12 :  -0.03481418639421463 ;  -0.10568712651729584 ;  -0.007378755137324333
13 :  0.01354095246642828 ;  -0.007049165200442076 ;  0.005222236271947622
14 :  0.0210406593978405 ;  -0.039126284420490265 ;  0.009284446947276592
15 :  0.018054012209177017 ;  -0.062035370618104935 ;  0.008262322284281254
16 :  0.01319347694516182 ;  -0.07858205586671829 ;  0.00411886116489768
17 :  0.016922039911150932 ;  0.010422373190522194 ;  0.02075471729040146
18 :  0.02819042280316353 ;  -0.014026043005287647 ;  0.02207069657742977
19 :  0.03958915174007416 ;  -0.03466923534870148 ;  0.01930585876107216
20 :  0.040980711579322815 ;  -0.04420357570052147 ;  0.0016612285980954766
